Well,Curve,Dye,CT,Cycle 1,Cycle 2,Cycle 3,Cycle 4,Cycle 5,Cycle 6,Cycle 7,Cycle 8,Cycle 9,Cycle 10,Cycle 11,Cycle 12,Cycle 13,Cycle 14,Cycle 15,Cycle 16,Cycle 17,Cycle 18,Cycle 19,Cycle 20,Cycle 21,Cycle 22,Cycle 23,Cycle 24,Cycle 25,Cycle 26,Cycle 27,Cycle 28,Cycle 29,Cycle 30,Cycle 31,Cycle 32,Cycle 33,Cycle 34,Cycle 35,Cycle 36,Cycle 37,Cycle 38,Cycle 39,Cycle 40
A19,amp0,SYBR,"",7.68,7.55,4.3,5.28,7.75,6.82,4.46,5.22,1.78,1.04,-1.52,1.17,-2.78,-2.29,-0.21,-1.47,-6.97,-0.97,-6.65,-6.35,-9.64,-5.94,-10.3,-4.4,-5.81,-3.97,-6.1,2.14,3.99,9.61,13.41,23.18,34.31,43.75,57.68,76.91,96.34,119.59,142.47,171.07
A20,amp0,SYBR,"",4.75,0.42,0.98,-0.24,6.17,1.86,3.69,0.55,2.65,-3.07,-2.49,2.4,-3.39,-1.84,2.03,-3.41,-2.21,-0.3,1.41,-1.28,-1.4,-3.51,-3.52,-1.68,-0.95,-0.82,2.55,4.26,9.75,14.62,18.32,26.13,41.74,54.47,72.38,90.51,112.64,135.06,163.86,195.63
A3,amp0,SYBR,11.95,24.36,20.39,19.85,23.77,29.94,34.44,45.14,61.35,91.2,140.2,212.5,335.96,519.12,784.64,1135.8,1494.18,1842.98,2141.84,2373.29,2540.56,2658.7,2740.28,2796.45,2834.85,2865.83,2887.96,2906.04,2918.21,2927.24,2932.1,2938.65,2943.32,2947.52,2948.28,2948.66,2949.19,2949.41,2951.67,2950.65,2946.61
A21,amp0,SYBR,"",15.6,10.65,12.25,8.02,8.99,8.1,3.47,-0.81,1.99,1.19,0.73,-1.28,-8.11,-4.63,-3.99,-8.67,-7.48,-5.86,-7.99,-5.61,-5.37,-4.24,-1.23,0.9,0.26,3.71,6.02,7.55,12.31,15.57,19.76,23.05,31.47,38.52,46.15,55.93,63.97,73.77,83.06,99.61
A4,amp0,SYBR,16.47,15.55,9.32,7.34,6.18,1.99,-1.99,-1.98,-4.59,-7.21,-2.53,2.94,14.4,32.9,71.04,133.88,236.47,396.58,638.64,971.58,1386.81,1795.36,2171.79,2481.84,2715.02,2882.04,2998.5,3080.19,3137.73,3177.84,3205.43,3225.91,3241.51,3256.72,3266.73,3273.31,3277.78,3282.14,3284.88,3286.24,3287.71
A5,amp0,SYBR,16.21,12.53,3.85,5.72,2.56,0.1,0.43,-1.09,-3.3,-4.5,2.47,9.02,20.81,47.21,88.51,157.71,271.47,454.93,713.25,1064.31,1458.6,1826.91,2141.93,2386.88,2561.98,2681.62,2762.61,2817.43,2853.81,2881.66,2901.17,2916.87,2924.77,2933.62,2939.3,2945.52,2947.69,2950.19,2950.19,2950.52,2951.58
A6,amp0,SYBR,16.05,16.79,7.42,5.43,3.09,1.01,-1.75,-0.25,-0.74,-3.21,1.12,8.76,19.85,49.88,92.18,169.25,300.54,496.34,782.29,1143.22,1519.36,1859.04,2135.27,2338.66,2477.75,2571.76,2631.58,2673.71,2701.33,2722.47,2736.38,2747.2,2754.98,2759.27,2761.95,2764.47,2765.63,2766.96,2768.2,2768.43,2764.73
A7,amp0,SYBR,21.05,8.38,5.54,5.11,3.25,1.91,1.39,-1.57,1.16,-2.18,-4.63,-3.03,-3.42,-4.64,-0.6,2.94,12.22,30.01,57.04,102.84,180.18,304.59,495.92,767.85,1122.87,1503.69,1862.16,2172.22,2414.85,2590.71,2712.5,2796.75,2854.01,2896.79,2926.94,2951.73,2969.66,2982.48,2992.59,2999.29,3004.94
A8,amp0,SYBR,20.74,10.99,7.73,5.55,4.62,3.42,1.84,-0.16,-2.39,-3.16,-2.15,-4.47,-3.18,-2.41,-0.82,2.54,14.09,31.54,62.17,118.63,204.94,349.79,565.39,863.26,1244.36,1620.4,1967.98,2250.46,2461.08,2608.59,2710.58,2782.13,2831.46,2866.71,2890.89,2910.7,2923.12,2933.15,2939.39,2946.65,2953.16
A9,amp0,SYBR,20.27,8.24,4.6,5.71,4.5,0.33,2.04,-0.07,-3.15,-3.78,-2.56,-5.36,-2.36,1.55,1.03,11.65,20.99,46.23,86.17,154.46,265.08,440.05,700.51,1055.4,1448.79,1817.41,2132.25,2375.13,2546.09,2661.42,2740.32,2794.55,2834.29,2859.84,2878.83,2893.7,2904.88,2913.63,2921.18,2926.86,2929.86
A10,amp0,SYBR,24.12,8.41,1.65,4.11,4.43,1.19,2.77,1.24,1.8,1.09,-2.51,-6.08,-4.8,-3.1,-3.19,-2.51,-3.19,-0.31,4.55,13.95,28.32,57.43,100.71,175.01,295.74,478.82,745.49,1091.78,1487.1,1862.02,2189.58,2450.3,2639.81,2773.13,2865.51,2929.53,2975.51,3007.6,3031.76,3050.48,3066.72
